is_bad,emp_length,home_ownership,annual_inc,verification_status,debt_to_income,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mths_since_last_major_derog,policy_code,state_income,balance_open_acc,income_balance,open_total,years_of_cr_line,purpose_cat_clean,Notes_na,Note_na,Note_length
0,10,MORTGAGE,80000,VERIFIED - income,8.14,0,0,10,0,9.586308009,68.1,23,2,PC4,11.23821227,7.283654251,5.493373618,0.434782609,12.75890411,debt consolidation,0,"I pay my bills on time each month, but the balance doesn't seem to be going down. I want a set date that my bills will be completely paid off. I have worked at my job for 32 years, and want to be debt free. Because retirement is not that far off.",246
0,4,RENT,60000,VERIFIED - income,9.46,0,0,14,0,9.204020443,16.7,29,2,PC5,11.34986521,6.564862475,6.038647343,0.482758621,10.26027397,debt consolidation,0, This loan is to consolidate my time share loan from a 10 year 16.99% interest rate to a lower interest rate and a shorter term loan.  I have had my current loan for 2 years and have only paid it down by $1000.  Thus my need to refinance.  Also to clarify my position at Citi Financial is entitled a Lead.  A Lead is an assistant to the Manager of about 15-20 agents at a collections call center.  We manage auto loans.<br/>,452
0,2,RENT,42000,not verified,12.74,0,3,11,0,6.270988432,9.1,22,3,PC4,11.30927812,3.871201011,79.54545455,0.5,7.342465753,debt consolidation,0," I was offered lower interest rate and apr for a new loan due to my diligence in repaying my current loan promptly prior to each due date. At this point, I want to take advantage of my higher credit score and lower interest rate to pay off my previous loan. Thank you for your help!<br/>",315
0,1,RENT,65400,VERIFIED - income source,17.71,0,3,8,0,9.475930198,81.5,36,3,PC5,11.30927812,7.396411978,5.014952841,0.222222222,13.75890411,individual major expenses,0, To refinance some high interest credit cards.<br/> Borrower added on 01/12/11 > I work in insurance and I work two jobs and have been in the insurance industry for 10 years.<br/>,207
0,2,RENT,58000,not verified,13.55,0,3,7,0,8.93813787,58.1,16,3,PC5,11.39142428,6.992096427,7.615546218,0.4375,7.17260274,debt consolidation,0," Now 5 years removed from grad school, I've paid off 80% of my $50K Citi Assist loan. Now, the note has come due and I need to pay off the balance. I work two well paying jobs: Financial Analyst by day and Web Developer at night. I earn over $5,000 per month and only have about $3,000 in monthly expenses. I am also due for a bonus at work which will mostly go toward paying off the balance of this loan.  Thank you kindly for your help and consideration!<br/> Borrower added on 06/10/10 > More Information:<br/>Employer: MediMedia USA<br/>Position: Sr. Financial Analyst<br/>Salary: $65,000 + $5-10K Bonus<br/>+ night job: $1-2K per project<br/><br/>Monthly Expenses: $2,500<br/>$800 Rent<br/>$350 Car<br/>$150  Insurance<br/>$100  Utilities<br/>$600  Food & entertainment<br/>$300  Debt Payments<br/>$200  Other<br/><br/>Current Assets: Approx. $30K (Savings, Checking, 401K)<br/>",911
0,4,RENT,180000,VERIFIED - income source,0.98,0,2,6,0,7.349873705,24.7,10,1,PC3,11.39142428,5.557471355,165.6670213,0.6,1.750684932,debt consolidation,0," This Loan Is to help pay off my debt, which includes credit card bills and paying off my car. i have good credit and have always been on time with payments. this loan will help minimize all my monthly payments and have extra money in my pocket. I currently have a very stable job which i been at for the last 4 years and counting :). so there is a brief summery of my life and what i need help with. i hope some of you investors can take my current debt situation into consideration and help a friend out. thank you so much in advance!<br/>null",573
0,2,MORTGAGE,45000,not verified,7.79,0,1,9,0,6.66057515,4.1,19,2,PC3,11.48588309,4.462069342,57.69230769,0.473684211,11.26027397,individual major expenses,0, New vinyl windows keep the heat<br/>,65
0,5,RENT,55000,not verified,22.28,0,2,13,0,9.562264046,20.2,25,2,PC5,11.30168578,6.997244353,3.868608005,0.52,8.676712329,debt consolidation,1,NA,0
0,4,MORTGAGE,141000,VERIFIED - income,8.31,0,3,10,0,10.91768509,45.8,24,1,PC1,11.06027441,8.615081862,2.557034565,0.416666667,16.17808219,individual major expenses,1,NA,0
0,7,MORTGAGE,72000,not verified,8.68,0,0,10,0,9.846176186,66.3,43,2,PC5,11.31270467,7.543538142,3.812549643,0.23255814,13.09589041,other,0, I plan on purchasing a Harley Davidson motorcycle. I have an excellent history of not being late with loan payments. I have a college degree and have worked for the same hospital for over 7 years. Thank you.<br>,240
0,1,MORTGAGE,35000,VERIFIED - income source,14.5,0,3,12,0,9.782336351,67.4,26,1,PC4,11.1554359,7.29737326,1.975503753,0.461538462,8.84109589,debt consolidation,0,"About Me:  I am currently a Labor and Delivery Nurse near Madison, WI.  My husband is the manager of HR Systems for a Fortune 500 company. We are both employed full-time (although I'm out on maternity leave) and our combined income is close to $140,000.00 per year.  We have 3 children and work opposite of each other so we don't have child care expenses.  Purpose of Loan:  I have a couple of personal loans with high interest rates and two credit cards that I would like to consolidate so I can have the ease of paying just one bill.  While we are able to meet all of our financial obligations, we are carrying two mortgages as we had to relocate for my husband's job and sale of our former residence is taking longer than hopped.  As such, we are looking to consolidate some home improvement loans that we'd taken out and credit cards with 0% introductory rates before the introductory periods come to an end.    My financial situation:  We both currently have a good jobs and are able to comfortably make the monthly loan payments.  We am a very hard working individuals and always pay our debts.  My goal is to pay off this loan in less than 1 year so that I may get rid of my debt completely, and start saving money.  I am highly motivated to pay down my debts so that we can focus on our long term savings and investment goals.  Furthermore, I do not have, nor have I ever had, any bankruptcies, unpaid liens or judgments against me.  Should you have any questions about this loan request, please don't hesitate to contact me.  Monthly net income: $ 8,000.00   Monthly expenses: $   Mortgage 1: $ 1022.00   Mortgage 2: $   641.00   Insurance: $ 345.25    Property Taxes: $500   Car expenses: $ 0   Utilities: $ 397.00   Phone, cable, internet: $ 176.00   Food, household, entertainment: $ 800.00   Clothing, household expenses $ 200.00    Credit cards and other loans: $ 482.00*   Student Loans                      $ 107.00   Tithe: $800   Other expenses: $ 0.00   *These are the combined minimum payments for the loans/credit cards we are consolidating.  We've been paying away as much as we are able on our debts.  This loan will eliminate this payment.  Thank you so much for your time and consideration.",2215
0,3,MORTGAGE,42240,not verified,13.35,1,1,5,0,9.678780279,48.9,16,1,PC3,10.99765665,8.069279767,2.644296983,0.3125,21.84931507,debt consolidation,0, I would like to pay off a couple of small credit card balances. The cards have been chopped up and thrown away. The credit card companies love college students - no more!<br/>,204
0,10,MORTGAGE,66000,not verified,12.58,0,1,11,0,8.652423141,8.4,38,3,PC4,11.16791085,6.25435315,11.53241307,0.289473684,12.09315068,individual major expenses,1,NA,0
0,6,RENT,86496,VERIFIED - income source,14.19,0,0,6,0,9.466222132,85,12,1,PC2,11.19711823,7.674385236,6.697328688,0.5,7.838356164,debt consolidation,0, This is to consolidate credit card debt into one monthly payment.<br>,98
0,10,RENT,52656,VERIFIED - income,7.7,0,0,16,0,0,0,24,3,PC5,11.19711823,0,0,0.666666667,24.18356164,individual major expenses,1,NA,0
1,1,MORTGAGE,120000,VERIFIED - income source,21.16,3,1,23,0,10.67151027,72.3,49,3,PC5,11.48588309,7.452611246,2.783641467,0.510204082,22.35342466,individual major expenses,0," This loan will serve two purposes, debt consolidation and medical expense.<br/>Borrower added on 11/03/11 > This loan will serve two purposes, debt consolidation and medical expense.<br/>",216
0,1,RENT,30000,not verified,8.36,0,2,14,0,5.627621114,46.2,15,2,PC3,11.04359361,2.984960177,108.3032491,0.933333333,2.835616438,other,0,"I am a 23 year old American student who has just completed a Master's degree in teaching in London. My dream is to stay in London for two years to teach and travel. My only obstacle at this moment is the visa extension process. In order to extend my stay in London, I must have proof that I have $1,600 sitting in my bank account untouched for three months prior to the application of visa extension. While I have now been employed as a teacher, I unfortunately will not have the money upfront to place in an account for the three months. For this loan, I am asking a lender to please loan me the $1,600 that will sit in the account for three months. I can easily makes payments during those three months and will be able to pay the loan in full shortly following the time I apply for my visa.",793
0,10,MORTGAGE,120000,not verified,6.98,0,0,15,0,11.04686485,28.6,31,2,PC4,11.30927812,8.560635749,1.531980084,0.483870968,28.35616438,individual major expenses,1,NA,0
1,1,RENT,23040,VERIFIED - income source,12.66,0,0,6,0,9.021960501,62.3,11,2,PC3,11.30927812,7.230080295,2.78193673,0.545454545,9.926027397,individual major expenses,0, Thank you!!<br><br> Borrower added on 12/05/11 > To pay off a higher interest rate from credit cards.<br>,134
1,1,RENT,15000,VERIFIED - income,18.08,0,0,2,0,9.135616826,36.5,3,1,PC4,11.11845964,8.442361881,1.616553508,0.666666667,4.169863014,individual major expenses,0," I'm trying to build up my credit history. I live with my brother and have no car payment or credit cards. I am in community college and work full time. Im going to use the money to make some repairs around the house and get some maintenance done on my car.<br><br>  Borrower added on 12/20/11 > $1000 down only $4375 to go. Thanks to everyone that invested so far, looking forward to surprising my brother with the fixes around the house.<br>",471
0,10,RENT,40000,not verified,15,0,0,10,0,9.831024381,88.2,11,1,PC1,11.31270467,7.528385529,2.15042202,0.909090909,4.506849315,individual major expenses,1,NA,0
0,1,RENT,65000,not verified,2.79,1,2,4,1,7.864035659,40.6,7,2,PC2,11.29527928,6.477356904,24.99038831,0.571428571,9.260273973,small business,0,"568549 added on 11/04/09 > I use my current laptop to function as my main work computer. As a Software Engineer, I need to have a robust computer to be able to do things efficiently -- otherwise I can lose a lot of time and momentum. It's time to upgrade.<br/>",260
0,6,MORTGAGE,61781,VERIFIED - income,17.15,0,4,10,0,10.04611495,51.1,31,3,PC4,11.04594127,7.743486503,2.67856059,0.322580645,27.69041096,individual major expenses,0, I need this loan to pay off a credit card. I have been a customer for 10 years and was never late with a payment and always paid more then the minimim payment.  They increase the interest rate to 18% so I cancelled the card.<br/>,258
0,3,RENT,72000,VERIFIED - income,14.75,0,0,19,0,9.821300882,67,28,2,PC2,11.07423444,6.876807618,3.908582596,0.678571429,7.676712329,debt consolidation,1,NA,0
0,10,MORTGAGE,42500,VERIFIED - income,0.28,0,3,3,1,3.828641396,0.6,16,2,PC5,11.28040055,2.708050201,165.6670213,0.1875,11.34520548,debt consolidation,0, Need to pay personal debt<br/> Borrower added on 01/21/11 > I have a job for over 15 years.  I decided to clean up my credit card and get credit debt free.  This is my new year resolution.<br/> Borrower added on 01/21/11 > The credit card is under my wife name.  We used the credit card for home improvement 2 years ago and now it is time to pay it off.<br/> Borrower added on 01/22/11 > Both my wife and I have a very steady job.  My wife work at her company for 15 years and I am 17 years.  We are very hard workers.  We put our home improvement on a credit card that we shouldn't have.  This loan will help us get out of the credit card industry and only have to concentrate on pay the loan.  We will not have any problem to pay the loan.<br/>,775
0,1,RENT,70000,VERIFIED - income source,2.59,0,1,11,0,8.562548893,2.4,20,2,PC1,11.4146509,6.164462471,13.38176257,0.55,13.0109589,individual major expenses,0,"For 10 years, I have paid every single bill on time. Not a single time was I late to pay. That is, until I recently moved. Even though I informed the bank of my move and put a forwarding order in with the post office, I received my statement in the mail several days after it was due. Despite my shrinking debt, my immediate payment and my excellent payment history, the bank has now jacked my interest rate up to an astonishing amount.  Worse yet, the bank applies my payments to the lowest interest rate portions first, while the higher rate purchases simply keep accruing interest.  I have realized that there are a lot of games that traditional banks play to 'trap' and exploit their customers. So I really don't want to do business with them anymore if I can help it. I want to close my credit card account with this bank to protect my future.  I am looking for a loan to match (or come very close to) the rate of my credit card balance before this one late payment: 3.99%  I have the ability to transfer the balance to a different credit card, but then I would be charged an additional 3% up-front for the privilege, and that really doesn't help me financially.  Thanks for considering helping me!",1203
0,1,RENT,25000,VERIFIED - income source,14.59,0,1,13,0,9.33600339,18.6,30,2,PC5,11.30384506,6.770965837,2.204974422,0.433333333,2.750684932,debt consolidation,0," Thank you for the loan, this is a win- win situation for both the investors and I.<br>",115
0,10,MORTGAGE,80000,not verified,20.59,1,2,23,0,8.803123731,22.6,49,3,PC3,11.04915835,5.401776075,12.0228434,0.535714286,11.34520548,individual major expenses,1,NA,0
1,4,MORTGAGE,71000,VERIFIED - income,13.81,0,0,14,0,8.847072313,67.5,24,3,PC4,10.99765665,6.20787117,10.21141953,0.583333333,8.591780822,debt consolidation,1,NA,0
0,8,MORTGAGE,61200,VERIFIED - income source,20.94,0,3,8,0,8.279950716,33.4,20,1,PC2,10.83533662,6.200255592,15.52117677,0.4,5.923287671,debt consolidation,1,NA,0
0,1,RENT,48000,VERIFIED - income,2.6,0,0,4,0,8.277920258,46.3,5,2,PC3,11.19711823,6.8913718,12.19822109,0.8,1.339726027,other,1,NA,0
0,2,RENT,28956,VERIFIED - income source,24.08,1,2,11,0,8.116715625,21.2,20,3,PC5,11.11845964,5.7185218,8.646163034,0.55,6.257534247,debt consolidation,0," I am paying off 3,330 of credit card debt that I incurred from moving and job hunting after finishing graduate school.  I want to buy a house within the next 3-5 years, and would like to be debt-free (other than student loans) before I make such a large purchase.<br/>",297
0,2,MORTGAGE,60000,not verified,1.36,1,0,12,0,7.693481641,10.5,21,2,PC1,11.11845964,5.208119099,27.35978112,0.571428571,24.60273973,individual major expenses,0, Loan is for bariatric surgery.<br/>,64
0,3,MORTGAGE,55000,not verified,12.56,0,2,7,0,8.361941906,28.2,8,3,PC1,10.99765665,6.41579814,12.85046729,0.875,2.835616438,debt consolidation,0, I am looking to consolidate debt from credit cards.  I currently am buying a home and am also needing a new air conditioning unit.<br/>,164
0,8,MORTGAGE,36000,not verified,21.9,3,1,6,0,8.848796451,89.3,20,2,PC3,11.30927812,7.056893417,5.168700646,0.3,8.84109589,debt consolidation,1,NA,0
0,10,MORTGAGE,79992,VERIFIED - income,21.75,1,0,13,0,9.690108671,74.5,30,1,PC5,11.30927812,7.125097419,4.951225551,0.433333333,11.75616438,individual major expenses,1,NA,0
0,3,RENT,31000,VERIFIED - income source,19.66,0,2,11,0,8.025843344,28.8,12,2,PC3,10.99765665,5.627621114,10.13734467,0.916666667,13.2630137,debt consolidation,1,NA,0
0,1,RENT,60000,VERIFIED - income source,19.94,0,0,9,0,10.01027705,44,27,2,PC1,11.11845964,7.813007533,2.696265672,0.333333333,10.51232877,other,0," Hi I&rsquo;m asking for the loan to help pay for my wedding.  I&rsquo;m saving quite a bit myself, around $1000 monthly while still being able to pay for everything.  So if I receive the funds request I&rsquo;ll have no problem paying.  On the low side my net income is $2810, I say low because I&rsquo;ve factored in missing 2-3 days incase of emergencies and incase no overtime/bonus  is given, my company currently allows unlimited OT due to my position and the demand for it.  My current YTD average monthly income is $5992 or ($47,166.15 YTD as of 8/27/2010)   My bills include <br/><br/>$700 monthly to Jared&rsquo;s min payment is 435 (will be paid off by March) <br/>$400 car payment<br/>$200 Credit Card Payments <br/>$115 Car Insurance<br/>$60 Gas (I drive a Prius so this is generous allowance) <br/>$200 Cable/Internet/phone<br/><br/><br/><br/>My fianc&eacute;e who is in her last year of Law school (she graduates in May) will move here to Texas and that will increase our income as well.  We&rsquo;ve both committed to living with my parents (where I live currently) until we pay off the wedding.  The reason why I&rsquo;m able to bank the $1000 is because they do not charge me rent or make me pay for utilities or even food.  My cable bill is high because instead of going out all the time I spend it at home saving money.   I have over $40,000 in my retirement accounts so in a crunch I could always withdraw funds from them to pay back the loan.  I have been very responsible with my money but now need a little help to pay for the wedding.  My parents threw us an engagement party and our families gave us monetary gifts that totaled $5000 (which we still have and will pay for parts of the wedding), we&rsquo;ll receive at least the same in wedding gifts if not more. I choose the 5 year repayment to plan for the worst and should have no troubles paying this loan.  My credit history also reflects that I have an excellent payment history.    With this loan I would be able to pay for everything up front and not charge items to credit cards and even get discounts from wedding vendors if we pay cash.   I hope this explanation helps.<br/>",2189
0,1,MORTGAGE,24000,VERIFIED - income source,3.25,0,0,5,0,7.427144133,56,7,2,PC5,11.28040055,5.81711116,14.28571429,0.714285714,3.087671233,individual major expenses,1,NA,0
0,10,MORTGAGE,65000,VERIFIED - income source,2.33,1,1,8,0,7.985484357,10.8,17,2,PC4,11.02674367,5.90570239,22.13142663,0.470588235,19.84657534,individual major expenses,0," loan for spring vacation, and to consolidate some minor bills<br/> Borrower added on 03/03/11 > vacation loan, and to consolidate some minor bills<br/> Borrower added on 03/03/11 > ....<br/>",219
0,8,RENT,90000,VERIFIED - income,5.24,0,1,17,0,9.620992007,46.7,28,1,PC3,11.48588309,6.787712339,5.969357299,0.607142857,7.090410959,individual major expenses,1,NA,0
1,10,RENT,55000,not verified,16.97,0,0,5,0,8.023879993,41.8,22,1,PC2,11.02674367,6.41411448,18.02096986,0.227272727,16.17808219,small business sub_cat,0," I'm hoping to receive this loan and use it to help me get back on my feet financially. I'm in sales and have always been successful. However, last year I wasn't able to work much because I had to take care of my mom who had stage 4 cancer. I'm now back at work and just need a new start on things. I've never had to worry about money until the last few months. I know with my job and to be the most productive, I can't continue to worry about my bills everyday. That's why I'm asking for this loan. I just need help getting back on my feet and getting things going again! Thanks.<br/>",613
0,2,RENT,45000,not verified,17.28,0,4,11,1,8.040124664,48.5,29,3,PC3,11.19309203,5.641907071,14.50676983,0.379310345,7.424657534,debt consolidation,0, I would really like your help to pay off my debt. I am former military and now have a family to take care of. Your interest rate is one of the best that I have found. Investors your time and money is appreciated<br/>,245
0,4,RENT,33000,VERIFIED - income,17.38,1,1,6,0,0,0,20,1,PC3,11.29527928,0,0,0.3,4.506849315,debt consolidation,0,"587816 added on 12/08/09 > I would like to consolidate some of my debts, I plan on working real hard to fund this loan through my job. I make about 2000 a month, so once I've consolidated my debts, paying back to lenders won't be difficult to do. I have been at my job for 4yrs. now. thanks in advance,<br/> 587816 added on 12/10/09 > please believe in me...<br/>",363
0,7,MORTGAGE,130000,VERIFIED - income,7.76,0,0,13,0,8.303999971,14.8,38,3,PC2,11.38108407,5.738803058,32.1861847,0.342105263,17.26575342,small business,0, Looking to finance a recent move and expansion of my existing dental manufacturing business. In business since 1996<br/>,149
0,1,MORTGAGE,137004,VERIFIED - income,20.69,0,0,15,0,11.04686485,54.6,34,2,PC4,11.04359361,8.799134442,1.179543693,0.441176471,16.09589041,debt consolidation,0," My wife and I had to go through several infertility treatments to have our 2 beautiful children.  These medical costs were not covered by insurance, and we, as a result, paid with credit cards.  I am a physician and she is a pharmacist.  We both have very stable jobs and are looking to consolidate this credit card debt.  We appreciate your consideration.<br/>",390
0,5,OWN,48575,VERIFIED - income source,22.33,0,1,15,0,9.198065341,56.8,22,1,PC3,11.29312631,6.4899139,4.917991293,0.681818182,25.76712329,debt consolidation,0," Would like get rid of my credit cards and see a final end to the credit card debt.  An added plus is one payment a month vs the multiple that I make, and the payment will be less than I already pay.  I am confident that I will not have any problem with this commitment.  I faithfully pay ALL of my bills on time; am not delinquent on anything.  My jobs are very, very secure.  <br> Borrower added on 11/27/11 > In reanswer to how the funds will be utilized, bill consolidation/dental work.<br>",522
0,10,MORTGAGE,155000,VERIFIED - income,12.4,0,0,9,0,10.04498711,26.6,36,2,PC2,11.30927812,7.847719134,6.727722557,0.25,18.26575342,debt consolidation,1,NA,0
1,9,MORTGAGE,55200,not verified,20.39,2,0,9,0,10.47149659,95.9,49,3,PC4,11.30927812,8.274243679,1.564005213,0.183673469,9.84109589,small business,1,NA,0
